icon,precipIntensity,humidity,windSpeed,cloudCover,uvIndex,temperature,is_weekend
clear-day,0.0,0.68,4.41,0.13,9,85.76,0
clear-day,0.0,0.68,5.39,0.25,9,86.1,0
clear-day,0.0,0.63,6.46,0.21,9,87.49,0
clear-day,0.0009,0.61,7.63,0.3,7,87.5,0
rain,0.0047,0.6,7.22,0.35,5,87.28,0
rain,0.0141,0.63,6.19,0.2,3,85.7,0
rain,0.0198,0.7,6.12,0.86,1,81.63,0
rain,0.1691,0.85,5.57,0.97,0,76.36,0
rain,0.2309,0.93,3.88,0.95,0,72.58,0
rain,0.236,0.91,0.97,0.93,0,72.86,0
rain,0.0365,0.9,1.52,0.49,0,73.17,0
rain,0.026,0.9,1.32,0.65,0,73.19,0
rain,0.0101,0.91,0.5,0.4,0,72.39,0
partly-cloudy-night,0.0019,0.92,0.59,0.39,0,72.18,0
partly-cloudy-night,0.0015,0.9,0.47,0.37,0,72.56,0
partly-cloudy-night,0.0002,0.91,0.86,0.33,0,72.42,0
partly-cloudy-night,0.0004,0.92,1.2,0.57,0,72.86,0
rain,0.0098,0.9,0.71,0.76,0,73.52,0
rain,0.0135,0.92,0.56,0.59,0,72.68,0
partly-cloudy-day,0.0009,0.93,0.85,0.75,0,73.71,0
partly-cloudy-day,0.0005,0.91,0.51,0.73,1,74.95,0
partly-cloudy-day,0.0006,0.85,1.15,0.49,3,77.51,0
partly-cloudy-day,0.0005,0.8,1.09,0.61,4,78.82,0
partly-cloudy-day,0.0009,0.8,1.48,0.74,5,80.39,0
partly-cloudy-day,0.0,0.72,2.83,0.56,7,84.31,0
partly-cloudy-day,0.0,0.73,3.26,0.71,6,82.82,0
partly-cloudy-day,0.0003,0.69,3.39,0.66,6,84.5,0
partly-cloudy-day,0.0,0.68,4.34,0.61,6,85.01,0
clear-day,0.0,0.68,5.85,0.31,5,85.37,0
clear-day,0.0,0.73,8.12,0.29,3,83.36,0
partly-cloudy-day,0.0005,0.77,4.91,0.35,2,81.37,0
partly-cloudy-day,0.0024,0.77,4.8,0.52,0,81.24,0
rain,0.1763,0.8,9.84,0.88,0,76.75,0
rain,0.3948,0.91,6.96,0.98,0,69.8,0
rain,0.2735,0.89,0.83,0.95,0,70.54,0
rain,0.0189,0.89,1.33,0.37,0,70.92,0
partly-cloudy-night,0.0065,0.89,1.03,0.51,0,71.51,0
partly-cloudy-night,0.0022,0.89,0.95,0.53,0,71.53,0
partly-cloudy-night,0.0003,0.9,0.76,0.45,0,71.47,0
rain,0.0021,0.91,0.5,0.89,0,71.48,0
rain,0.003,0.89,0.76,0.97,0,71.77,0
cloudy,0.0005,0.91,1.11,0.98,0,71.58,0
cloudy,0.0003,0.91,1.17,0.93,0,71.61,0
cloudy,0.0004,0.89,1.74,0.97,0,72.08,0
partly-cloudy-day,0.0,0.83,6.2,0.84,1,71.79,0
cloudy,0.0,0.8,5.43,0.98,2,70.79,0
partly-cloudy-day,0.0002,0.74,7.72,0.7,4,71.91,0
partly-cloudy-day,0.0006,0.7,8.32,0.46,6,73.53,0
partly-cloudy-day,0.0012,0.67,7.74,0.86,5,73.5,0
rain,0.0067,0.73,7.58,0.99,5,71.83,0
rain,0.0214,0.82,7.99,0.98,5,69.31,0
rain,0.0204,0.85,8.13,0.98,4,68.07,0
rain,0.0141,0.85,8.33,0.95,4,67.35,0
rain,0.0115,0.83,7.63,0.96,3,67.61,0
rain,0.006,0.71,10.06,0.87,1,71.07,0
partly-cloudy-day,0.0003,0.62,7.87,0.85,0,72.28,0
partly-cloudy-day,0.0,0.55,8.72,0.78,0,72.47,0
partly-cloudy-night,0.0,0.57,7.41,0.39,0,70.88,0
clear-night,0.0,0.59,5.8,0.18,0,69.4,0
clear-night,0.0,0.59,9.41,0.09,0,68.45,0
clear-night,0.0,0.59,8.91,0.05,0,67.67,1
clear-night,0.0,0.58,8.09,0.01,0,66.96,1
clear-night,0.0,0.58,7.95,0.01,0,66.42,1
clear-night,0.0,0.57,7.04,0.01,0,65.67,1
clear-night,0.0,0.58,6.05,0.01,0,65.29,1
clear-night,0.0,0.59,5.61,0.06,0,64.44,1
clear-day,0.0,0.6,5.84,0.06,0,64.1,1
clear-day,0.0,0.61,6.99,0.05,0,64.59,1
clear-day,0.0,0.6,6.11,0.03,2,66.15,1
clear-day,0.0,0.58,6.94,0.03,3,67.93,1
clear-day,0.0,0.51,6.54,0.0,6,71.01,1
clear-day,0.0,0.43,7.66,0.15,7,73.59,1
clear-day,0.0,0.43,7.35,0.24,8,74.7,1
clear-day,0.0,0.4,6.37,0.26,9,76.2,1
clear-day,0.0,0.39,5.83,0.27,8,77.94,1
clear-day,0.0,0.37,5.42,0.26,7,79.58,1
clear-day,0.0,0.36,6.05,0.07,6,79.84,1
clear-day,0.0,0.33,5.4,0.09,3,81.46,1
clear-day,0.0,0.34,7.44,0.07,2,80.68,1
clear-day,0.0,0.33,7.1,0.02,0,80.96,1
clear-day,0.0,0.36,5.12,0.02,0,79.12,1
clear-night,0.0,0.41,4.81,0.05,0,77.14,1
clear-night,0.0,0.43,2.94,0.06,0,76.09,1
clear-night,0.0,0.47,4.61,0.03,0,74.38,1
clear-night,0.0,0.5,2.58,0.0,0,73.19,1
clear-night,0.0,0.53,1.69,0.01,0,71.25,1
clear-night,0.0,0.54,1.76,0.01,0,70.41,1
clear-night,0.0,0.58,1.7,0.0,0,68.51,1
clear-night,0.0,0.6,1.6,0.0,0,67.57,1
clear-night,0.0,0.61,1.9,0.01,0,66.93,1
clear-day,0.0,0.62,1.51,0.11,0,66.14,1
clear-day,0.0,0.63,1.55,0.15,0,67.18,1
clear-day,0.0,0.59,3.65,0.17,2,69.73,1
clear-day,0.0,0.55,3.47,0.17,3,72.4,1
clear-day,0.0,0.51,2.86,0.15,5,75.67,1
clear-day,0.0,0.44,4.03,0.13,7,79.09,1
clear-day,0.0,0.37,4.12,0.13,9,82.73,1
clear-day,0.0,0.38,6.32,0.08,10,83.54,1
clear-day,0.0,0.38,6.07,0.11,9,84.47,1
clear-day,0.0,0.38,7.75,0.18,7,83.36,1
clear-day,0.0,0.35,8.01,0.07,6,85.03,1
clear-day,0.0,0.35,7.31,0.13,3,84.99,1
clear-day,0.0,0.38,7.1,0.18,2,82.43,1
clear-day,0.0,0.41,8.0,0.18,0,81.24,1
clear-day,0.0,0.45,7.47,0.29,0,79.78,1
clear-night,0.0,0.49,5.3,0.27,0,77.77,1
clear-night,0.0,0.53,4.61,0.12,0,76.39,1
clear-night,0.0,0.6,4.81,0.16,0,74.52,1
clear-night,0.0,0.62,5.49,0.26,0,74.05,0
clear-night,0.0,0.65,4.95,0.3,0,73.31,0
partly-cloudy-night,0.0,0.65,5.09,0.49,0,72.94,0
cloudy,0.0,0.66,5.34,0.89,0,72.45,0
cloudy,0.0,0.67,4.16,0.97,0,72.24,0
cloudy,0.0,0.68,4.31,0.99,0,72.15,0
cloudy,0.0,0.68,3.95,0.96,0,72.15,0
partly-cloudy-day,0.0,0.7,4.37,0.74,0,72.22,0
clear-day,0.0,0.7,4.85,0.27,1,73.93,0
clear-day,0.0,0.65,5.1,0.22,3,76.77,0
clear-day,0.0,0.63,5.98,0.23,5,79.58,0
clear-day,0.0,0.59,6.64,0.15,7,81.7,0
clear-day,0.0,0.51,6.86,0.16,9,85.89,0
clear-day,0.0,0.46,5.55,0.27,9,88.11,0
clear-day,0.0297,0.46,7.36,0.17,9,89.18,0
rain,0.0101,0.46,9.23,0.2,7,89.93,0
clear-day,0.0,0.44,7.29,0.08,6,90.71,0
clear-day,0.0,0.41,9.29,0.1,3,90.48,0
rain,0.0013,0.42,8.8,0.13,2,89.97,0
clear-day,0.0552,0.45,7.45,0.16,0,89.06,0
clear-day,0.0,0.47,6.55,0.15,0,87.41,0
rain,0.0069,0.48,8.06,0.17,0,85.86,0
clear-night,0.0,0.53,5.72,0.1,0,83.18,0
clear-night,0.0,0.58,5.8,0.14,0,81.37,0
rain,0.0017,0.61,7.09,0.33,0,80.98,0
rain,0.015,0.66,6.71,0.99,0,77.93,0
rain,0.0914,0.81,1.45,0.93,0,73.58,0
rain,0.0313,0.83,1.36,0.74,0,73.35,0
clear-night,0.0003,0.78,1.1,0.26,0,74.75,0
clear-night,0.0,0.77,1.61,0.26,0,74.38,0
clear-day,0.0,0.78,1.26,0.18,0,74.23,0
clear-day,0.0,0.78,1.59,0.28,0,75.31,0
partly-cloudy-day,0.0,0.75,4.36,0.32,1,77.49,0
clear-day,0.0,0.75,4.98,0.24,3,78.21,0
clear-day,0.0,0.65,5.01,0.3,5,82.96,0
partly-cloudy-day,0.0,0.58,6.07,0.46,6,85.29,0
clear-day,0.0,0.49,5.72,0.18,9,89.65,0
partly-cloudy-day,0.0,0.46,10.37,0.36,8,89.51,0
partly-cloudy-day,0.0,0.46,5.1,0.4,8,91.34,0
clear-day,0.0,0.49,5.81,0.26,7,90.53,0
rain,0.0388,0.49,4.99,0.53,5,89.92,0
rain,0.0432,0.49,7.07,0.33,3,89.41,0
partly-cloudy-day,0.0,0.45,14.95,0.51,1,89.53,0
clear-day,0.0,0.53,11.04,0.23,0,86.14,0
clear-day,0.0,0.63,5.07,0.29,0,83.0,0
clear-night,0.0,0.61,10.1,0.29,0,83.55,0
clear-night,0.0002,0.63,8.1,0.26,0,81.75,0
rain,0.1914,0.73,9.71,0.64,0,74.91,0
clear-night,0.0007,0.76,7.76,0.31,0,73.87,0
clear-night,0.0,0.78,6.9,0.2,0,72.97,0
clear-night,0.0,0.79,5.74,0.18,0,72.43,0
clear-night,0.0,0.81,5.53,0.09,0,71.72,0
clear-night,0.0,0.82,4.47,0.12,0,71.26,0
clear-night,0.0,0.83,4.64,0.15,0,71.32,0
clear-day,0.0,0.83,4.18,0.23,0,71.07,0
clear-day,0.0,0.82,3.83,0.3,0,71.51,0
clear-day,0.0,0.78,4.27,0.18,1,73.7,0
clear-day,0.0,0.7,4.4,0.16,3,76.36,0
partly-cloudy-day,0.0,0.61,4.08,0.44,5,78.9,0
partly-cloudy-day,0.0,0.52,3.44,0.64,5,82.81,0
partly-cloudy-day,0.0,0.52,4.63,0.49,7,82.37,0
partly-cloudy-day,0.0,0.47,4.47,0.37,8,84.68,0
clear-day,0.0,0.49,4.94,0.28,8,84.76,0
partly-cloudy-day,0.0,0.5,5.24,0.41,6,86.87,0
partly-cloudy-day,0.0,0.56,4.26,0.48,5,84.85,0
partly-cloudy-day,0.0,0.59,5.68,0.61,3,83.45,0
rain,0.0033,0.62,4.86,0.38,1,82.28,0
rain,0.0644,0.6,4.09,0.47,0,82.08,0
rain,0.0172,0.59,5.52,0.61,0,80.29,0
rain,0.0046,0.65,0.93,0.63,0,77.67,0
partly-cloudy-night,0.0003,0.63,0.92,0.73,0,78.48,0
partly-cloudy-night,0.0,0.63,1.96,0.32,0,78.06,0
partly-cloudy-night,0.0,0.66,1.15,0.7,0,76.81,0
partly-cloudy-night,0.0005,0.66,1.15,0.74,0,75.98,0
partly-cloudy-night,0.0094,0.67,0.86,0.55,0,74.65,0
partly-cloudy-night,0.0038,0.67,0.95,0.32,0,74.24,0
partly-cloudy-night,0.0005,0.67,1.09,0.37,0,73.28,0
clear-night,0.0,0.67,1.42,0.29,0,72.62,0
clear-day,0.0,0.68,1.57,0.29,0,71.82,0
partly-cloudy-day,0.0,0.68,1.96,0.54,0,72.32,0
partly-cloudy-day,0.0,0.69,5.17,0.4,1,73.08,0
partly-cloudy-day,0.0,0.69,4.21,0.62,3,72.89,0
partly-cloudy-day,0.0,0.64,3.97,0.48,5,74.34,0
partly-cloudy-day,0.0,0.62,3.34,0.51,6,75.48,0
partly-cloudy-day,0.0,0.62,3.18,0.34,8,75.94,0
clear-day,0.0,0.57,3.05,0.29,9,78.32,0
partly-cloudy-day,0.0,0.53,2.63,0.71,6,79.36,0
clear-day,0.0,0.51,2.61,0.25,7,80.8,0
clear-day,0.0,0.5,3.56,0.22,5,81.65,0
clear-day,0.0,0.52,3.06,0.21,3,79.99,0
clear-day,0.0,0.55,3.97,0.29,1,78.78,0
clear-day,0.0007,0.63,4.55,0.25,0,75.46,0
partly-cloudy-day,0.0067,0.67,2.6,0.47,0,74.27,0
partly-cloudy-night,0.0032,0.71,0.73,0.48,0,72.28,0
partly-cloudy-night,0.0004,0.7,1.08,0.81,0,72.5,0
cloudy,0.0,0.67,1.29,0.98,0,72.99,0
cloudy,0.0,0.71,0.28,0.94,0,71.79,0
partly-cloudy-night,0.0,0.69,1.0,0.75,0,72.4,0
partly-cloudy-night,0.0,0.71,0.77,0.68,0,71.42,0
partly-cloudy-night,0.0,0.76,0.8,0.38,0,71.77,0
partly-cloudy-night,0.0,0.74,1.1,0.42,0,72.7,0
partly-cloudy-night,0.0,0.75,3.2,0.49,0,72.01,0
partly-cloudy-day,0.0,0.62,2.89,0.41,0,71.85,0
clear-day,0.0,0.58,3.61,0.29,0,73.07,0
partly-cloudy-day,0.0,0.53,5.09,0.81,1,73.96,0
clear-day,0.0,0.51,4.77,0.27,3,75.46,0
partly-cloudy-day,0.0,0.5,4.52,0.45,5,76.77,0
clear-day,0.0,0.47,4.12,0.15,7,78.97,0
clear-day,0.0,0.43,4.3,0.15,9,81.29,0
clear-day,0.0,0.42,3.62,0.16,9,82.25,0
clear-day,0.0,0.43,3.23,0.28,8,83.37,0
partly-cloudy-day,0.0,0.43,4.24,0.41,6,83.16,0
partly-cloudy-day,0.0,0.45,3.48,0.46,5,82.62,0
partly-cloudy-day,0.0,0.5,1.94,0.5,3,80.65,0
partly-cloudy-day,0.0,0.55,3.22,0.72,1,79.16,0
partly-cloudy-day,0.0,0.62,5.33,0.44,0,76.89,0
partly-cloudy-day,0.0,0.68,5.02,0.76,0,74.69,0
clear-night,0.0,0.74,2.2,0.16,0,73.09,0
clear-night,0.0,0.74,2.64,0.1,0,71.87,0
clear-night,0.0,0.8,1.09,0.09,0,69.02,0
clear-night,0.0,0.8,0.97,0.18,0,68.68,1
clear-night,0.0,0.79,0.9,0.15,0,68.54,1
clear-night,0.0,0.83,0.7,0.16,0,68.56,1
partly-cloudy-night,0.0,0.82,0.48,0.48,0,69.1,1
partly-cloudy-night,0.0,0.82,0.63,0.34,0,68.83,1
partly-cloudy-night,0.0,0.82,0.69,0.58,0,68.83,1
clear-day,0.0,0.86,0.97,0.28,0,68.46,1
clear-day,0.0,0.87,0.76,0.19,0,69.26,1
clear-day,0.0,0.76,0.73,0.15,1,71.74,1
clear-day,0.0,0.63,2.08,0.15,3,76.36,1
clear-day,0.0,0.56,3.02,0.14,5,79.27,1
clear-day,0.0,0.53,3.12,0.17,7,81.53,1
clear-day,0.0,0.51,3.46,0.22,8,82.75,1
clear-day,0.0,0.49,4.05,0.23,9,84.72,1
partly-cloudy-day,0.0,0.58,5.29,0.41,7,81.37,1
clear-day,0.0,0.54,5.54,0.24,7,81.37,1
clear-day,0.0,0.48,5.09,0.19,5,81.39,1
clear-day,0.0,0.52,6.25,0.18,3,79.83,1
clear-day,0.0,0.57,6.32,0.16,2,78.85,1
clear-day,0.0,0.59,5.05,0.16,0,77.71,1
clear-day,0.0,0.64,4.34,0.19,0,76.05,1
clear-night,0.0,0.69,4.44,0.3,0,74.23,1
partly-cloudy-night,0.0,0.7,4.89,0.81,0,73.73,1
partly-cloudy-night,0.0,0.7,5.33,0.76,0,73.24,1
clear-night,0.0,0.71,3.53,0.31,0,72.65,1
clear-night,0.0,0.75,3.62,0.3,0,71.91,1
partly-cloudy-night,0.0,0.79,3.2,0.33,0,70.91,1
partly-cloudy-night,0.0,0.81,1.84,0.42,0,70.72,1
partly-cloudy-night,0.0,0.83,3.19,0.76,0,70.21,1
cloudy,0.0,0.86,2.33,0.92,0,70.59,1
partly-cloudy-day,0.0,0.87,2.98,0.83,0,70.53,1
partly-cloudy-day,0.0,0.85,3.17,0.69,0,70.62,1
partly-cloudy-day,0.0,0.85,7.17,0.48,1,72.96,1
cloudy,0.0,0.84,7.21,0.91,2,74.24,1
cloudy,0.0005,0.81,4.62,0.94,4,74.54,1
rain,0.004,0.82,3.52,0.93,4,75.5,1
partly-cloudy-day,0.0028,0.77,4.51,0.76,6,78.14,1
partly-cloudy-day,0.0,0.73,3.85,0.64,7,78.96,1
partly-cloudy-day,0.0,0.7,5.63,0.57,7,80.41,1
partly-cloudy-day,0.0,0.72,5.48,0.4,6,80.09,1
partly-cloudy-day,0.0006,0.77,5.31,0.56,4,78.25,1
partly-cloudy-day,0.0041,0.79,6.95,0.64,3,77.75,1
partly-cloudy-day,0.0007,0.8,4.28,0.42,1,77.32,1
partly-cloudy-day,0.0027,0.81,4.87,0.33,0,77.41,1
partly-cloudy-day,0.0,0.81,4.06,0.37,0,77.68,1
partly-cloudy-night,0.0,0.8,4.85,0.34,0,77.57,1
clear-night,0.0,0.8,4.91,0.29,0,77.28,1
partly-cloudy-night,0.0,0.8,6.69,0.38,0,77.16,1
rain,0.0351,0.86,6.26,0.79,0,73.56,0
rain,0.1038,0.92,6.11,0.99,0,71.39,0
rain,0.1328,0.91,0.8,0.72,0,71.49,0
rain,0.0368,0.92,1.66,0.57,0,71.2,0
rain,0.0028,0.93,1.83,0.74,0,71.85,0
partly-cloudy-night,0.0006,0.93,1.53,0.7,0,71.22,0
partly-cloudy-day,0.0,0.91,1.52,0.68,0,71.65,0
partly-cloudy-day,0.0,0.92,1.23,0.68,0,72.25,0
partly-cloudy-day,0.0,0.91,1.45,0.72,1,73.76,0
cloudy,0.0005,0.9,1.25,0.88,2,73.86,0
partly-cloudy-day,0.0028,0.88,1.35,0.87,4,74.67,0
cloudy,0.0013,0.86,1.09,0.93,4,75.48,0
cloudy,0.0046,0.78,2.51,0.96,5,78.39,0
cloudy,0.0003,0.77,2.14,0.96,5,78.91,0
cloudy,0.0,0.74,2.26,0.91,5,80.45,0
cloudy,0.0,0.69,1.98,0.89,5,82.55,0
partly-cloudy-day,0.0,0.72,3.11,0.86,4,81.54,0
partly-cloudy-day,0.0004,0.78,3.71,0.7,3,80.16,0
partly-cloudy-day,0.0109,0.82,5.24,0.54,1,78.06,0
rain,0.0293,0.86,3.07,0.98,0,75.96,0
rain,0.0732,0.86,1.18,1.0,0,75.32,0
rain,0.1198,0.91,1.27,1.0,0,73.42,0
rain,0.1563,0.92,2.68,0.97,0,73.08,0
rain,0.1083,0.91,2.19,0.93,0,72.73,0
rain,0.07,0.92,2.1,0.95,0,72.46,0
rain,0.0381,0.92,1.59,0.75,0,71.87,0
rain,0.0052,0.95,1.69,0.99,0,72.02,0
cloudy,0.0014,0.94,1.47,1.0,0,72.24,0
cloudy,0.0006,0.89,1.11,1.0,0,72.38,0
cloudy,0.0004,0.89,1.24,1.0,0,72.59,0
cloudy,0.0005,0.95,1.25,0.97,0,72.52,0
cloudy,0.0009,0.94,1.46,0.97,0,73.0,0
partly-cloudy-day,0.0007,0.94,1.57,0.85,1,73.59,0
partly-cloudy-day,0.0004,0.92,1.67,0.83,2,74.79,0
rain,0.0015,0.86,1.94,0.79,4,76.46,0
partly-cloudy-day,0.0002,0.83,3.62,0.85,5,78.59,0
cloudy,0.0,0.85,3.04,0.92,5,78.45,0
partly-cloudy-day,0.0004,0.75,3.58,0.67,6,83.63,0
partly-cloudy-day,0.0036,0.73,1.79,0.66,6,83.91,0
rain,0.2114,0.91,2.33,0.78,5,74.64,0
rain,0.2096,0.9,1.07,0.87,4,74.5,0
rain,0.0235,0.87,3.42,0.76,3,75.57,0
rain,0.0048,0.88,1.55,0.56,1,74.56,0
rain,0.0232,0.9,1.26,0.94,0,73.08,0
rain,0.0742,0.92,2.36,0.96,0,72.34,0
rain,0.109,0.92,1.21,1.0,0,71.87,0
rain,0.0571,0.93,1.98,0.84,0,71.75,0
rain,0.0101,0.94,1.1,0.85,0,70.98,0
rain,0.0027,0.94,0.79,0.89,0,70.83,0
rain,0.0011,0.93,1.19,0.88,0,70.84,0
rain,0.0037,0.93,1.81,0.96,0,70.78,0
rain,0.0046,0.93,1.76,0.98,0,70.66,0
partly-cloudy-night,0.0053,0.93,1.47,0.85,0,70.66,0
partly-cloudy-night,0.0044,0.93,1.01,0.86,0,70.68,0
cloudy,0.0014,0.93,1.06,1.0,0,71.35,0
cloudy,0.0047,0.86,1.99,1.0,0,71.68,0
rain,0.0015,0.78,2.16,0.88,1,70.52,0
cloudy,0.0015,0.81,5.01,1.0,2,70.27,0
cloudy,0.0003,0.79,4.35,0.99,3,69.55,0
partly-cloudy-day,0.0,0.73,4.35,0.8,5,71.14,0
partly-cloudy-day,0.0005,0.67,1.75,0.54,7,73.02,0
partly-cloudy-day,0.0002,0.61,1.16,0.35,8,74.87,0
partly-cloudy-day,0.0,0.54,1.64,0.31,8,77.28,0
clear-day,0.0,0.48,1.62,0.3,7,79.01,0
clear-day,0.0,0.49,2.82,0.28,5,80.03,0
partly-cloudy-day,0.0,0.48,2.95,0.36,3,80.85,0
partly-cloudy-day,0.0,0.46,3.95,0.38,1,81.03,0
partly-cloudy-day,0.0,0.48,4.95,0.37,0,79.1,0
clear-day,0.0,0.5,3.84,0.31,0,78.08,0
clear-night,0.0,0.53,1.59,0.31,0,76.49,0
clear-night,0.0,0.54,1.06,0.26,0,75.39,0
clear-night,0.0,0.58,0.79,0.23,0,73.88,0
clear-night,0.0,0.58,1.12,0.27,0,73.21,0
clear-night,0.0,0.62,1.28,0.28,0,71.56,0
clear-night,0.0,0.64,0.82,0.27,0,70.5,0
clear-night,0.0,0.65,1.18,0.27,0,70.18,0
clear-night,0.0,0.66,1.44,0.27,0,69.0,0
clear-night,0.0,0.65,1.4,0.26,0,68.66,0
clear-day,0.0,0.64,1.46,0.27,0,68.14,0
clear-day,0.0,0.64,1.7,0.26,0,68.46,0
clear-day,0.0,0.63,3.49,0.27,1,70.02,0
clear-day,0.0,0.59,4.65,0.21,3,72.03,0
clear-day,0.0004,0.57,3.73,0.27,5,73.47,0
clear-day,0.0002,0.52,1.09,0.25,7,76.09,0
partly-cloudy-day,0.0,0.5,2.94,0.69,6,77.41,0
partly-cloudy-day,0.0,0.51,2.06,0.87,5,77.23,0
partly-cloudy-day,0.0,0.51,2.68,0.76,6,77.13,0
partly-cloudy-day,0.0,0.49,3.6,0.83,5,77.89,0
partly-cloudy-day,0.0002,0.47,2.92,0.67,4,78.84,0
partly-cloudy-day,0.0008,0.47,3.96,0.54,3,77.67,0
rain,0.0123,0.47,5.23,0.39,1,77.78,0
clear-day,0.0,0.47,4.96,0.28,0,78.33,0
clear-day,0.0,0.45,5.0,0.1,0,77.2,0
clear-night,0.0,0.46,1.91,0.15,0,75.58,0
clear-night,0.0,0.53,1.43,0.15,0,74.27,0
clear-night,0.0,0.55,1.48,0.13,0,73.06,0
clear-night,0.0,0.58,1.94,0.13,0,71.77,0
clear-night,0.0,0.62,1.56,0.09,0,70.16,0
clear-night,0.0,0.64,1.14,0.08,0,68.91,0
clear-night,0.0,0.66,1.08,0.08,0,67.96,0
clear-night,0.0,0.67,1.31,0.07,0,66.97,0
clear-night,0.0,0.69,1.27,0.06,0,65.94,0
rain,0.0023,0.69,1.05,0.25,0,65.6,0
rain,0.0006,0.69,1.12,0.12,0,66.67,0
clear-day,0.0,0.62,1.69,0.07,1,69.66,0
clear-day,0.0,0.56,3.1,0.06,3,71.37,0
clear-day,0.0,0.46,3.33,0.12,5,73.85,0
clear-day,0.0,0.42,3.94,0.15,7,75.84,0
clear-day,0.0014,0.41,3.62,0.21,8,76.31,0
clear-day,0.0004,0.38,3.62,0.3,8,78.41,0
clear-day,0.0,0.37,4.54,0.31,8,79.11,0
clear-day,0.0,0.38,3.06,0.29,7,79.39,0
clear-day,0.0,0.37,2.18,0.28,5,80.1,0
clear-day,0.0,0.36,4.15,0.28,3,80.23,0
clear-day,0.0,0.36,3.08,0.3,1,80.9,0
clear-day,0.0,0.39,3.15,0.28,0,80.11,0
clear-day,0.0,0.44,2.01,0.29,0,77.36,0
partly-cloudy-night,0.0,0.53,1.38,0.54,0,73.93,0
partly-cloudy-night,0.0,0.57,1.19,0.56,0,72.71,0
partly-cloudy-night,0.0,0.58,0.96,0.58,0,72.28,0
partly-cloudy-night,0.0,0.59,0.98,0.54,0,71.8,1
partly-cloudy-night,0.0,0.6,0.3,0.48,0,71.18,1
partly-cloudy-night,0.0,0.61,0.37,0.58,0,70.5,1
partly-cloudy-night,0.0,0.61,0.58,0.59,0,70.25,1
partly-cloudy-night,0.0,0.62,0.55,0.55,0,70.53,1
partly-cloudy-night,0.0,0.64,0.48,0.54,0,69.91,1
partly-cloudy-day,0.0,0.65,0.73,0.58,0,69.48,1
partly-cloudy-day,0.0,0.66,0.48,0.8,0,70.2,1
partly-cloudy-day,0.0,0.69,0.77,0.62,1,70.77,1
partly-cloudy-day,0.0,0.65,0.87,0.72,3,73.1,1
partly-cloudy-day,0.0,0.6,1.31,0.37,5,74.96,1
partly-cloudy-day,0.0,0.54,2.97,0.42,6,76.25,1
partly-cloudy-day,0.0,0.57,3.89,0.38,7,76.25,1
partly-cloudy-day,0.0,0.59,4.11,0.39,8,75.74,1
partly-cloudy-day,0.0,0.59,4.07,0.59,6,75.99,1
partly-cloudy-day,0.0,0.59,3.88,0.73,5,75.37,1
partly-cloudy-day,0.0,0.56,4.25,0.56,4,75.48,1
partly-cloudy-day,0.0,0.55,5.27,0.56,3,75.44,1
partly-cloudy-day,0.0,0.55,3.95,0.55,1,75.73,1
partly-cloudy-day,0.0,0.57,4.75,0.49,0,75.18,1
partly-cloudy-day,0.0,0.55,1.91,0.46,0,74.29,1
partly-cloudy-night,0.0,0.56,1.51,0.49,0,72.65,1
partly-cloudy-night,0.0,0.59,2.04,0.45,0,71.7,1
partly-cloudy-night,0.0,0.59,2.01,0.44,0,71.09,1
partly-cloudy-night,0.0,0.64,1.15,0.46,0,70.24,1
partly-cloudy-night,0.0,0.66,0.93,0.71,0,69.87,1
partly-cloudy-night,0.0,0.68,1.35,0.84,0,69.46,1
partly-cloudy-night,0.0002,0.7,1.97,0.56,0,69.1,1
partly-cloudy-night,0.0,0.72,2.59,0.67,0,68.86,1
partly-cloudy-night,0.0003,0.73,3.88,0.74,0,68.2,1
cloudy,0.0,0.72,1.84,0.91,0,68.04,1
cloudy,0.0,0.71,3.75,0.93,0,67.97,1
partly-cloudy-day,0.0,0.71,3.67,0.85,1,68.78,1
partly-cloudy-day,0.0,0.7,4.43,0.84,2,69.81,1
partly-cloudy-day,0.0,0.72,5.16,0.78,4,70.88,1
partly-cloudy-day,0.0,0.67,5.16,0.63,5,72.58,1
partly-cloudy-day,0.0,0.64,4.52,0.65,6,74.91,1
partly-cloudy-day,0.0,0.6,3.88,0.44,8,76.33,1
partly-cloudy-day,0.0,0.63,4.66,0.38,8,75.17,1
partly-cloudy-day,0.0,0.63,4.9,0.35,6,75.33,1
clear-day,0.0,0.62,4.96,0.23,5,75.58,1
clear-day,0.0,0.59,4.18,0.21,3,76.88,1
clear-day,0.0,0.56,3.89,0.19,1,76.85,1
clear-day,0.0,0.61,4.19,0.17,0,74.08,1
clear-day,0.0,0.66,3.45,0.1,0,72.24,1
clear-night,0.0,0.7,1.75,0.17,0,70.86,1
clear-night,0.0,0.75,1.2,0.08,0,69.92,1
clear-night,0.0,0.76,0.7,0.07,0,69.67,1
clear-night,0.0,0.75,0.33,0.06,0,69.25,0
clear-night,0.0,0.76,0.33,0.03,0,68.46,0
clear-night,0.0,0.74,0.3,0.04,0,68.52,0
clear-night,0.0,0.74,0.25,0.05,0,68.36,0
clear-night,0.0,0.75,0.59,0.12,0,67.59,0
clear-night,0.0,0.74,0.68,0.13,0,67.42,0
partly-cloudy-day,0.0,0.75,0.55,0.37,0,67.35,0
partly-cloudy-day,0.0,0.77,1.1,0.56,0,67.48,0
